id,t,lon,lat
0,1372662532,-8.615601,41.140692
0,1372662547,-8.615349,41.140854
0,1372662562,-8.616609,41.140548
0,1372662577,-8.618697,41.141493
0,1372662592,-8.619705,41.14215
0,1372662607,-8.619696,41.14215
0,1372662622,-8.620515,41.142735
0,1372662637,-8.622414,41.143896
0,1372662652,-8.625069,41.144733
0,1372662667,-8.627832,41.144679
0,1372662682,-8.630685,41.145516
0,1372662697,-8.631189,41.146344
0,1372662712,-8.629506,41.146326
0,1372662727,-8.628183,41.145273
0,1372662742,-8.626356,41.145417
0,1372662757,-8.62506,41.14548
0,1372662772,-8.622909,41.14566
0,1372662787,-8.621838,41.145786
0,1372662802,-8.621838,41.145786
0,1372662817,-8.621829,41.145786
0,1372662832,-8.621406,41.14584
0,1372662847,-8.621136,41.145858
0,1372662862,-8.621118,41.145849
0,1372662877,-8.621136,41.145858
0,1372662892,-8.6211,41.145867
0,1372662907,-8.620353,41.145966
0,1372662922,-8.620353,41.145975
0,1372662937,-8.620335,41.145966
0,1372662952,-8.620317,41.145975
0,1372662967,-8.618922,41.146182
0,1372662982,-8.617563,41.146056
0,1372662997,-8.61732,41.145048
0,1372663012,-8.617302,41.145003
0,1372663027,-8.616006,41.145291
0,1372663042,-8.615565,41.145507
0,1372663057,-8.615196,41.146767
0,1372663072,-8.615106,41.147109
0,1372663087,-8.615169,41.147136
0,1372663102,-8.615205,41.147163
0,1372663117,-8.615223,41.147145
1,1372662153,-8.670015,41.236965
1,1372662168,-8.669727,41.235633
1,1372662183,-8.668872,41.235219
1,1372662198,-8.669367,41.237253
1,1372662213,-8.668341,41.237658
1,1372662228,-8.667639,41.23521
1,1372662243,-8.666829,41.232825
1,1372662258,-8.667972,41.230593
1,1372662273,-8.668071,41.230386
1,1372662288,-8.668062,41.230395
1,1372662303,-8.668062,41.230386
1,1372662318,-8.668035,41.230377
1,1372662333,-8.668035,41.230368
1,1372662348,-8.668035,41.23035
1,1372662363,-8.668044,41.23035
1,1372662378,-8.668296,41.229459
1,1372662393,-8.668917,41.226489
1,1372662408,-8.667954,41.224248
1,1372662423,-8.664489,41.225706
1,1372662438,-8.659215,41.226417
1,1372662453,-8.654886,41.22927
1,1372662468,-8.653383,41.232906
1,1372662483,-8.653203,41.236785
1,1372662498,-8.649639,41.239764
1,1372662513,-8.644869,41.240817
1,1372662528,-8.639352,41.239431
1,1372662543,-8.633502,41.239962
1,1372662558,-8.628174,41.241735
1,1372662573,-8.622261,41.240808
1,1372662588,-8.616294,41.239242
1,1372662603,-8.61012,41.23962
1,1372662618,-8.603721,41.240241
1,1372662633,-8.597628,41.238612
1,1372662648,-8.591634,41.237739
1,1372662663,-8.585757,41.237847
1,1372662678,-8.580204,41.239206
1,1372662693,-8.57457,41.239341
1,1372662708,-8.569152,41.240295
1,1372662723,-8.564274,41.240808
1,1372662738,-8.561556,41.239926
1,1372662753,-8.56296,41.237568
1,1372662768,-8.565894,41.237019
1,1372662783,-8.565975,41.234364
1,1372662798,-8.568909,41.230764
1,1372662813,-8.572032,41.226417
1,1372662828,-8.574309,41.221575
1,1372662843,-8.575641,41.216472
1,1372662858,-8.578926,41.211702
1,1372662873,-8.582634,41.207085
1,1372662888,-8.584461,41.202099
1,1372662903,-8.588178,41.197914
1,1372662918,-8.591571,41.193756
1,1372662933,-8.594244,41.19003
1,1372662948,-8.594577,41.186538
1,1372662963,-8.593614,41.183766
1,1372662978,-8.593083,41.180436
1,1372662993,-8.593569,41.176368
1,1372663008,-8.595117,41.17257
1,1372663023,-8.596233,41.171004
1,1372663038,-8.596071,41.171706
1,1372663053,-8.593137,41.170662
1,1372663068,-8.590365,41.16888
2,1372663182,-8.593767,41.157639
2,1372663197,-8.594208,41.156982
2,1372663212,-8.594298,41.156811
2,1372663227,-8.594244,41.156793
2,1372663242,-8.594874,41.155794
2,1372663257,-8.595675,41.154363
2,1372663272,-8.596692,41.152815
2,1372663287,-8.596854,41.152662
2,1372663302,-8.596899,41.1525
2,1372663317,-8.597799,41.150961
2,1372663332,-8.599392,41.149521
2,1372663347,-8.600382,41.149368
2,1372663362,-8.60049,41.148999
2,1372663377,-8.600472,41.148873
2,1372663392,-8.600715,41.148738
2,1372663407,-8.601867,41.148927
2,1372663422,-8.601885,41.149026
2,1372663437,-8.60319,41.14917
2,1372663452,-8.604207,41.149404
2,1372663467,-8.605701,41.150043
2,1372663482,-8.606952,41.150007
2,1372663497,-8.60769,41.149089
2,1372663512,-8.608275,41.147847
2,1372663527,-8.608572,41.147694
2,1372663542,-8.608626,41.147586
2,1372663557,-8.609247,41.147586
2,1372663572,-8.610345,41.147775
2,1372663587,-8.612091,41.147955
2,1372663602,-8.613513,41.148351
2,1372663617,-8.614422,41.147865
2,1372663632,-8.614863,41.147379
2,1372663647,-8.615196,41.147217
2,1372663662,-8.616519,41.14719
2,1372663677,-8.617617,41.147163
2,1372663692,-8.617581,41.147181
2,1372663707,-8.617581,41.147163
2,1372663722,-8.617581,41.147154
2,1372663737,-8.617572,41.147154
2,1372663752,-8.617581,41.147154
2,1372663767,-8.617599,41.147154
3,1372662071,-8.641611,41.156559
3,1372662086,-8.641431,41.156541
3,1372662101,-8.639415,41.156136
3,1372662116,-8.637498,41.15574
3,1372662131,-8.636958,41.156658
3,1372662146,-8.636256,41.157927
3,1372662161,-8.635032,41.157693
3,1372662176,-8.633286,41.157594
3,1372662191,-8.632413,41.157747
3,1372662206,-8.631468,41.156676
3,1372662221,-8.630442,41.157117
3,1372662236,-8.62974,41.157081
3,1372662251,-8.629641,41.157018
3,1372662266,-8.628183,41.157324
3,1372662281,-8.627832,41.15763
3,1372662296,-8.627589,41.157639
3,1372662311,-8.625627,41.157306
3,1372662326,-8.624979,41.15673
3,1372662341,-8.625141,41.155569
3,1372662356,-8.623413,41.155722
3,1372662371,-8.621694,41.15601
3,1372662386,-8.620776,41.155875
4,1372662631,-8.611902,41.159079
4,1372662646,-8.611911,41.159061
4,1372662661,-8.611956,41.158818
4,1372662676,-8.612829,41.157054
4,1372662691,-8.613288,41.155551
4,1372662706,-8.613315,41.155425
4,1372662721,-8.615214,41.155605
4,1372662736,-8.617554,41.155992
4,1372662751,-8.618688,41.155515
4,1372662766,-8.618688,41.155434
4,1372662781,-8.618688,41.155398
4,1372662796,-8.618868,41.154345
4,1372662811,-8.618373,41.152977
4,1372662826,-8.617851,41.152032
4,1372662841,-8.617671,41.151555
4,1372662856,-8.618085,41.151429
4,1372662871,-8.61957,41.151069
4,1372662886,-8.620848,41.150691
4,1372662901,-8.620929,41.150799
4,1372662916,-8.620938,41.150889
4,1372662931,-8.62092,41.150889
4,1372662946,-8.621964,41.150529
4,1372662961,-8.622783,41.150223
4,1372662976,-8.622882,41.150232
4,1372662991,-8.622972,41.149836
4,1372663006,-8.622972,41.149791
4,1372663021,-8.62299,41.149683
4,1372663036,-8.623062,41.149629
4,1372663051,-8.623116,41.149593
4,1372663066,-8.622783,41.149386
4,1372663081,-8.622,41.149485
4,1372663096,-8.621505,41.149458
4,1372663111,-8.621388,41.149431
4,1372663126,-8.621316,41.149566
4,1372663141,-8.620785,41.149701
4,1372663156,-8.619813,41.149827
4,1372663171,-8.619705,41.149809
4,1372663186,-8.619714,41.149773
4,1372663201,-8.619696,41.149764
5,1372662840,-8.611128,41.149395
5,1372662855,-8.611128,41.149323
5,1372662870,-8.611137,41.14935
5,1372662885,-8.611821,41.148864
5,1372662900,-8.612604,41.148153
5,1372662915,-8.620335,41.147433
5,1372662930,-8.621676,41.147568
5,1372662945,-8.622342,41.147721
5,1372662960,-8.622396,41.14773
5,1372662975,-8.623125,41.147919
5,1372662990,-8.623926,41.148144
5,1372663005,-8.624457,41.148351
5,1372663020,-8.625537,41.149107
5,1372663035,-8.62587,41.150439
5,1372663050,-8.625915,41.151006
5,1372663065,-8.626374,41.152716
5,1372663080,-8.62758,41.152482
5,1372663095,-8.628867,41.152536
5,1372663110,-8.630019,41.15259
5,1372663125,-8.631396,41.152662
5,1372663140,-8.633745,41.15259
5,1372663155,-8.636319,41.152581
5,1372663170,-8.638506,41.153166
