id,t,sensor1,sensor2,model
0,0,-0.1793791165958669,-0.9862970509428668,b
0,1,1.1747660313823998,2.30934482188384,b
0,2,0.9729173710293828,-0.3609267030056727,b
0,3,-1.725418052680605,0.8068742382154509,b
0,4,0.6440001886748223,0.3947757094445994,b
0,5,-0.0218657644110741,-0.6302597115048889,b
0,6,-0.5890939900711127,0.4476909564198989,b
0,7,-0.3043595655432624,0.4362983802276121,b
0,8,2.079218058042656,1.8365947119292831,b
0,9,-1.7824967405362433,0.0583879796160949,b
0,10,0.3661451668470733,0.1378865819137828,b
0,11,0.3752425872352529,1.255355048280508,b
0,12,-1.6405744149036563,0.5131338791758365,b
0,13,0.2283279141335195,-1.2764014125511114,b
0,14,1.2402851553518692,-0.4103320719849804,b
0,15,-1.109623477394667,0.465966558057137,b
0,16,0.7216933301919481,1.205180874591702,b
0,17,0.8723372841206486,0.9147014803221156,b
0,18,0.3336176322008022,-0.8812948261701893,b
0,19,0.4744227441155694,1.568503110426414,b
0,20,1.3722118979843372,1.98279162650397,b
0,21,0.3861711308555613,0.5413739054140259,b
0,22,0.5290993231071656,1.094731545576552,b
0,23,0.7126820495607704,-0.1363358622680877,b
0,24,-1.221038892819522,1.711579529036395,b
0,25,0.6908882336757067,1.880285773848436,b
0,26,1.2291185037177166,1.1044524122467416,b
0,27,1.0279024625557334,4.224047078735083,b
0,28,1.1208229458783312,1.9690469384949685,b
0,29,-0.0436254104936858,2.0192547022097567,b
0,30,0.5971971710234437,0.3092842264698359,b
0,31,1.5981601212302916,0.4571369217316384,b
0,32,0.8519420813714575,1.9629815812720064,b
0,33,0.6830057369284741,-0.2625760988342455,b
0,34,2.1301115562007564,1.1201824708499195,b
0,35,0.5564644875328881,-0.708322907108713,b
0,36,2.7365397679462484,0.6055088369627639,b
0,37,1.1959704176801873,0.0555327944330448,b
0,38,1.0199671554994685,-0.8952391203727312,b
0,39,1.538485258333938,0.011386763222225,b
0,40,-0.6013300908076383,-0.1451355417345141,b
0,41,0.5976999891966708,0.9262130483048576,b
0,42,0.0863204601687984,0.395062940878232,b
0,43,0.0396105079391173,1.7810467542662811,b
0,44,0.9388506866501096,-0.223821741719268,b
0,45,1.9111223270538853,2.100179399887553,b
0,46,0.8850816984056824,0.4252671877542671,b
0,47,0.5126680169560265,-0.0397114796438662,b
0,48,0.508716061272938,-0.1882860240852666,b
0,49,0.2590294277253525,2.303603457087863,b
0,50,0.8435470623949155,0.5475540417254318,b
0,51,-1.2784801796084704,-1.3974527859723496,b
0,52,0.4813768061632983,0.4375074143281758,b
0,53,0.8675765086240372,0.421122288823369,b
0,54,0.5979890256133544,-0.1575862724522469,b
0,55,-0.0213754782711237,-1.065324360235364,b
0,56,0.7911320871525241,-0.6363523341576791,b
0,57,1.305664904150909,-0.0877267499655681,b
0,58,0.127942697868127,-0.9167914794609184,b
