id,t,lon,lat
id0,1372662607,-8.617689719749777,41.14479069808956
id0,1372662622,-8.618116672411341,41.14558250239852
id0,1372662637,-8.619953713309906,41.14645843656752
id0,1372662652,-8.621666706500976,41.14966807407582
id0,1372662667,-8.626352205152358,41.14502462221495
id0,1372662682,-8.627094008054796,41.14628233810893
id0,1372662697,-8.628436075564977,41.149101260662704
id0,1372662712,-8.629179966544902,41.14712359126364
id0,1372662727,-8.62530391248553,41.14909865700622
id0,1372662742,-8.62500214152037,41.14768098460917
id0,1372662757,-8.623534748563847,41.149026917729294
id0,1372662772,-8.620711824048131,41.14844307393103
id0,1372662787,-8.61812443947306,41.14985147185453
id0,1372662802,-8.619402697879282,41.148009571237246
id0,1372662817,-8.619768137389087,41.149603242288784
id0,1372662832,-8.619645611017395,41.14850545431907
id0,1372662847,-8.619647442551463,41.150425319212985
id0,1372662862,-8.619076430887564,41.14864579518956
id0,1372662877,-8.618864646103566,41.14735716703409
id0,1372662892,-8.619749547579017,41.14742914751415
id0,1372662907,-8.618916058493076,41.14781972043657
id0,1372662922,-8.619723191640492,41.14798306013176
id0,1372662937,-8.619594320616049,41.14946534760813
id0,1372662952,-8.617512679499509,41.14870550732377
id0,1372662967,-8.616540022831536,41.14889814896373
id0,1372662982,-8.61448684013393,41.148322792144455
id0,1372662997,-8.615535129944773,41.14691925697234
id0,1372663012,-8.615344380392342,41.1468575918449
id0,1372663027,-8.615011543421664,41.14655250361135
id0,1372663042,-8.613997488515288,41.14782974350571
id1,1372662228,-8.664712495535925,41.23652148902016
id1,1372662243,-8.666295468988837,41.23468021017087
id1,1372662258,-8.665459630974773,41.23261307726767
id1,1372662273,-8.666481280582392,41.23322085157278
id1,1372662288,-8.666730105748197,41.232512423890206
id1,1372662303,-8.667839687959876,41.2329991154825
id1,1372662318,-8.665860856203773,41.23329205611732
id1,1372662333,-8.664553095319462,41.23195069827701
id1,1372662348,-8.665393628633641,41.2323254068932
id1,1372662363,-8.66784533040944,41.23161540926725
id1,1372662378,-8.665976080180549,41.23313796549267
id1,1372662393,-8.668177669633117,41.229316449237295
id1,1372662408,-8.666449378893219,41.22604645802095
id1,1372662423,-8.66233136589495,41.22883325225001
id1,1372662438,-8.6583805742969,41.22772227283176
id1,1372662453,-8.652406795953258,41.231302366096365
id1,1372662468,-8.649476490858921,41.23542930205423
id1,1372662483,-8.651603903192772,41.24030313559111
id1,1372662498,-8.646524557507274,41.243206777828505
id1,1372662513,-8.642586979783545,41.24261949076421
id1,1372662528,-8.637795982849852,41.24210242487512
id1,1372662543,-8.6301525928198,41.243210296813615
id1,1372662558,-8.62588844118092,41.24533288035344
id1,1372662573,-8.620345393486696,41.24319057135844
id1,1372662588,-8.614475282608945,41.24292743757145
id1,1372662603,-8.606990954095856,41.24161188428836
id1,1372662618,-8.601558060906436,41.23971362701806
id1,1372662633,-8.595701037852592,41.24102688511622
id1,1372662648,-8.588431080242978,41.24163492476063
id1,1372662663,-8.583068024812581,41.24136022561915
id1,1372662678,-8.577431535536672,41.242244152192974
id1,1372662693,-8.573564739037597,41.24225569033899
id1,1372662708,-8.566837472486087,41.244561746298174
id1,1372662723,-8.562194811060664,41.242908279920535
id1,1372662738,-8.560994750484976,41.24206946169237
id1,1372662753,-8.561556887072651,41.23790769978112
id1,1372662768,-8.566485209264703,41.24101717002422
id1,1372662783,-8.562361641126396,41.23858778706071
id1,1372662798,-8.5674923336729,41.2303467929645
id1,1372662813,-8.569032971375158,41.22919407807152
id1,1372662828,-8.57176384461283,41.22312853543431
id1,1372662843,-8.573816676798534,41.2199662109708
id1,1372662858,-8.57791407605578,41.21489508968491
id1,1372662873,-8.579813140343605,41.20868075703313
id1,1372662888,-8.582090035215648,41.20443394666866
id1,1372662903,-8.585605021884072,41.20013018257922
id1,1372662918,-8.589681619794357,41.19608112363793
id1,1372662933,-8.591545048017819,41.1939423273766
id1,1372662948,-8.59190436017239,41.190149710548326
id1,1372662963,-8.590135517630108,41.18733693185155
id1,1372662978,-8.591740087386775,41.18409561912488
id1,1372662993,-8.591574317828297,41.17882703748391
id10,1372663346,-8.59615384078483,41.15077346604707
id10,1372663361,-8.596565470022579,41.15222822703895
id10,1372663376,-8.595391637787946,41.150959684344336
id10,1372663391,-8.596341329196179,41.15033732873496
id10,1372663406,-8.597956150173573,41.1496746477808
id10,1372663421,-8.597252769419532,41.15317985227321
id10,1372663436,-8.597315260760473,41.15074094811914
id10,1372663451,-8.601307919695216,41.15146939951051
id10,1372663466,-8.601018421202152,41.15310652211774
id10,1372663481,-8.603304390552239,41.15340548519036
id10,1372663496,-8.601625657043973,41.151738394228
id10,1372663511,-8.601599363818496,41.15163590012603
id10,1372663526,-8.603996979383274,41.15290549682038
id10,1372663541,-8.604839200503262,41.15149909938131
id10,1372663556,-8.60552163220533,41.152127253349576
id10,1372663571,-8.605444108323736,41.151200618216535
id10,1372663586,-8.606290686561959,41.14789080686484
id10,1372663601,-8.607540581860093,41.15068276326251
id10,1372663616,-8.608783300373009,41.15034555410961
id10,1372663631,-8.607679848373317,41.14998295284902
id100,1372663135,-8.603537643071128,41.1487788173844
id100,1372663150,-8.605068099405763,41.14774949904541
id100,1372663165,-8.60383402695053,41.147431195449926
id100,1372663180,-8.602475484989672,41.148541791504265
id100,1372663195,-8.60240258008648,41.14923636700806
id100,1372663210,-8.603256181709675,41.14653102929774
id100,1372663225,-8.603840461791677,41.14889762261269
id100,1372663240,-8.605244737754331,41.14547296036229
id100,1372663255,-8.60583156306696,41.14812074398537
id100,1372663270,-8.60501341831134,41.14749402552128
id100,1372663285,-8.603470832155923,41.14658869762797
id100,1372663300,-8.604513518786646,41.15002638260408
id100,1372663315,-8.60497007583133,41.14812880306176
id100,1372663330,-8.60448713452665,41.14893573448136
id100,1372663345,-8.605198842773722,41.15011272187539
id100,1372663360,-8.604036979371413,41.1486005941673
id100,1372663375,-8.605146935594739,41.148582759136886
id100,1372663390,-8.606838042140378,41.15082993190559
id100,1372663405,-8.61070131804161,41.152721879785865
id100,1372663420,-8.608863353485088,41.15079728472881
id100,1372663435,-8.62065432246033,41.14998603084896
id100,1372663450,-8.621136200329746,41.149095497912406
